,F1,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Find Delta Date,counts
216,583,2000,"Levert, Gerald",Mr. Too Damn Good,12/30/99 4:06,R&B,3/18/00,4/8/00,x2nd.week,83,21,8.0
217,723,2000,Avant,Separated,12/30/99 4:13,Rock,4/29/00,5/20/00,x3rd.week,30,21,20.0
218,610,2000,Tamar,If You Don't Wanna Love Me,12/30/99 4:02,Rock,3/25/00,4/15/00,x2nd.week,98,21,6.0
219,144,2000,No Doubt,Simple Kind Of Life,12/30/99 4:11,Rock,7/1/00,7/22/00,x1st.week,50,21,13.0
220,254,2000,Yankee Grey,Another Nine Minutes,12/30/99 3:10,Country,4/29/00,5/20/00,x1st.week,86,21,8.0
221,406,2000,Avant,Separated,12/30/99 4:13,Rock,4/29/00,5/20/00,x2nd.week,32,21,20.0
222,69,2000,504 Boyz,Wobble Wobble,12/30/99 3:35,Rap,4/15/00,5/6/00,x1st.week,57,21,18.0
223,907,2000,Montgomery Gentry,Daddy Won't Sell The Farm,12/30/99 4:18,Country,3/4/00,3/25/00,x3rd.week,81,21,6.0
224,771,2000,"Carter, Aaron",Aaron's Party (Come Get It),12/30/99 3:23,R&B,8/26/00,9/16/00,x3rd.week,57,21,15.0
225,225,2000,Hot Boys,I Need A Hot Girl,12/30/99 4:16,Rap,2/19/00,3/11/00,x1st.week,77,21,13.0
226,589,2000,Stone Temple Pilots,Sour Girl,12/30/99 4:16,Rock,7/8/00,7/29/00,x2nd.week,79,21,13.0
227,846,2000,Lil' Kim,No Matter What They Say,12/30/99 4:12,Rap,7/15/00,8/5/00,x3rd.week,67,21,10.0
228,590,2000,Montgomery Gentry,Daddy Won't Sell The Farm,12/30/99 4:18,Country,3/4/00,3/25/00,x2nd.week,83,21,6.0
229,229,2000,"Price, Kelly",As We Lay,12/30/99 6:20,Rock,7/15/00,8/5/00,x1st.week,82,21,8.0
230,240,2000,D'Angelo,Left & Right,12/30/99 4:35,R&B,12/11/99,1/1/00,x1st.week,93,21,5.0
231,238,2000,"Anthony, Marc",My Baby You,12/30/99 3:59,Latin,9/16/00,10/7/00,x1st.week,82,21,20.0
232,593,2000,"Thomas, Carl",Summer Rain,12/30/99 4:57,Rock,9/23/00,10/14/00,x2nd.week,82,21,11.0
233,137,2000,"Carter, Aaron",Aaron's Party (Come Get It),12/30/99 3:23,R&B,8/26/00,9/16/00,x1st.week,99,21,15.0
234,386,2000,504 Boyz,Wobble Wobble,12/30/99 3:35,Rap,4/15/00,5/6/00,x2nd.week,34,21,18.0
235,385,2000,Jagged Edge,He Can't Love U,12/30/99 3:30,Rock,12/11/99,1/8/00,x2nd.week,32,28,20.0
236,236,2000,"Brooks, Garth",Do What You Gotta Do,12/30/99 2:56,Country,2/19/00,3/18/00,x1st.week,86,28,6.0
237,233,2000,"Blige, Mary J.",Give Me You,12/30/99 5:00,Rock,4/15/00,5/13/00,x1st.week,97,28,9.0
238,592,2000,Clark Family Experience,Meanwhile Back At The Ranch,12/30/99 2:56,Country,11/18/00,12/16/00,x2nd.week,86,28,12.0
239,239,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x1st.week,71,28,9.0
240,230,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x1st.week,98,28,11.0
241,594,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x2nd.week,83,28,6.0
242,380,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x2nd.week,59,28,20.0
243,393,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x2nd.week,35,28,20.0
244,595,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x2nd.week,95,28,11.0
245,224,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x1st.week,77,28,17.0
246,587,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x2nd.week,87,28,9.0
247,93,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x1st.week,61,28,11.0
248,222,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x1st.week,80,28,11.0
249,68,2000,Jagged Edge,He Can't Love U,12/30/99 3:30,Rock,12/11/99,1/8/00,x1st.week,54,28,20.0
250,"1,014",2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x4th.week,52,28,20.0
251,734,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x3rd.week,35,28,17.0
252,727,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x3rd.week,28,28,11.0
253,253,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x1st.week,86,28,10.0
254,410,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x2nd.week,41,28,11.0
255,584,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x2nd.week,92,28,8.0
256,417,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x2nd.week,56,28,17.0
257,76,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x1st.week,48,28,20.0
258,570,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x2nd.week,81,28,10.0
259,856,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x3rd.week,66,28,11.0
260,63,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x1st.week,76,28,20.0
261,812,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x3rd.week,57,28,15.0
262,909,2000,Clark Family Experience,Meanwhile Back At The Ranch,12/30/99 2:56,Country,11/18/00,12/16/00,x3rd.week,81,28,12.0
263,858,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x3rd.week,72,28,17.0
264,832,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x3rd.week,70,28,9.0
265,495,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x2nd.week,67,28,15.0
266,198,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x1st.week,82,28,9.0
267,267,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x1st.week,95,28,8.0
268,502,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x2nd.week,62,28,12.0
269,710,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x3rd.week,24,28,20.0
270,270,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x1st.week,95,28,9.0
271,196,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x1st.week,86,28,17.0
272,513,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x2nd.week,86,28,17.0
273,515,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x2nd.week,70,28,9.0
274,556,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x2nd.week,71,28,9.0
275,275,2000,Clark Family Experience,Meanwhile Back At The Ranch,12/30/99 2:56,Country,11/18/00,12/16/00,x1st.week,87,28,12.0
276,830,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x3rd.week,74,28,17.0
277,277,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x1st.week,85,28,6.0
278,278,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x1st.week,99,28,11.0
279,864,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x3rd.week,69,28,11.0
280,185,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x1st.week,70,28,12.0
281,553,2000,"Brooks, Garth",Do What You Gotta Do,12/30/99 2:56,Country,2/19/00,3/18/00,x2nd.week,81,28,6.0
282,867,2000,"Blige, Mary J.",Give Me You,12/30/99 5:00,Rock,4/15/00,5/13/00,x3rd.week,77,28,9.0
283,550,2000,"Blige, Mary J.",Give Me You,12/30/99 5:00,Rock,4/15/00,5/13/00,x2nd.week,94,28,9.0
284,870,2000,"Brooks, Garth",Do What You Gotta Do,12/30/99 2:56,Country,2/19/00,3/18/00,x3rd.week,72,28,6.0
285,100,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x1st.week,77,28,17.0
286,904,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x3rd.week,80,28,9.0
287,911,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x3rd.week,83,28,6.0
288,873,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x3rd.week,71,28,9.0
289,819,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x3rd.week,55,28,12.0
290,901,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x3rd.week,82,28,8.0
291,178,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x1st.week,78,28,15.0
292,539,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x2nd.week,72,28,11.0
293,541,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x2nd.week,73,28,17.0
294,887,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x3rd.week,78,28,10.0
295,702,2000,Jagged Edge,He Can't Love U,12/30/99 3:30,Rock,12/11/99,1/8/00,x3rd.week,17,28,20.0
296,912,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x3rd.week,87,28,11.0
297,547,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x2nd.week,76,28,11.0
298,697,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x3rd.week,52,28,20.0
299,755,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x3rd.week,43,35,15.0
300,245,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x1st.week,99,35,11.0
301,745,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x3rd.week,83,35,11.0
302,717,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x3rd.week,57,35,13.0
303,303,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x1st.week,100,35,7.0
304,280,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x1st.week,94,35,10.0
305,279,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x1st.week,98,35,9.0
306,750,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x3rd.week,54,35,20.0
307,433,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x2nd.week,64,35,20.0
308,879,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x3rd.week,92,35,11.0
309,761,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x3rd.week,51,35,20.0
310,263,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x1st.week,86,35,20.0
311,428,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x2nd.week,83,35,11.0
312,206,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x1st.week,87,35,10.0
313,438,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x2nd.week,50,35,15.0
314,45,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x1st.week,25,35,32.0
315,249,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x1st.week,94,35,11.0
316,248,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x1st.week,100,35,13.0
317,769,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x3rd.week,51,35,20.0
318,869,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x3rd.week,70,35,12.0
319,444,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x2nd.week,69,35,20.0
320,320,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x2nd.week,23,35,24.0
321,679,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x3rd.week,12,35,32.0
322,452,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x2nd.week,62,35,20.0
323,882,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x3rd.week,89,35,13.0
324,481,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x2nd.week,55,35,19.0
325,798,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x3rd.week,53,35,19.0
326,802,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x3rd.week,89,35,14.0
327,804,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x3rd.week,61,35,20.0
328,203,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x1st.week,81,35,14.0
329,810,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x3rd.week,65,35,17.0
330,996,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x4th.week,11,35,32.0
331,637,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x3rd.week,18,35,24.0
332,111,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x1st.week,83,35,11.0
333,83,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x1st.week,83,35,13.0
334,116,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x1st.week,70,35,20.0
335,620,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x2nd.week,99,35,7.0
336,485,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x2nd.week,77,35,14.0
337,121,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x1st.week,58,35,15.0
338,487,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x2nd.week,63,35,20.0
339,883,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x3rd.week,85,35,11.0
340,202,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x1st.week,79,35,14.0
341,493,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x2nd.week,70,35,17.0
342,127,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x1st.week,76,35,20.0
343,400,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x2nd.week,89,35,13.0
344,597,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x2nd.week,94,35,10.0
345,596,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x2nd.week,98,35,9.0
346,135,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x1st.week,84,35,20.0
347,954,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x4th.week,14,35,24.0
348,508,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x2nd.week,68,35,12.0
349,519,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x2nd.week,79,35,14.0
350,825,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x3rd.week,67,35,12.0
351,3,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x1st.week,41,35,24.0
352,520,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x2nd.week,78,35,14.0
353,897,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x3rd.week,88,35,20.0
354,580,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x2nd.week,84,35,20.0
355,523,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x2nd.week,74,35,10.0
356,235,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x1st.week,80,35,12.0
357,937,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x3rd.week,97,35,7.0
358,191,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x1st.week,84,35,12.0
359,566,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x2nd.week,88,35,11.0
360,565,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x2nd.week,98,35,13.0
361,562,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x2nd.week,89,35,11.0
362,362,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x2nd.week,15,35,32.0
363,840,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x3rd.week,59,35,10.0
364,164,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x1st.week,75,35,19.0
365,552,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x2nd.week,73,35,12.0
366,913,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x3rd.week,97,35,9.0
367,168,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x1st.week,77,35,14.0
368,170,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x1st.week,77,35,20.0
369,914,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x3rd.week,96,35,10.0
370,176,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x1st.week,85,35,17.0
371,836,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x3rd.week,70,35,14.0
372,837,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x3rd.week,67,35,14.0
373,22,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x1st.week,51,42,20.0
374,545,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x2nd.week,79,42,10.0
375,171,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x1st.week,94,42,15.0
376,540,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x2nd.week,78,42,10.0
377,839,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x3rd.week,74,42,20.0
378,736,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x3rd.week,56,42,20.0
379,161,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x1st.week,78,42,17.0
380,187,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x1st.week,83,42,13.0
381,527,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x2nd.week,75,42,13.0
382,189,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x1st.week,72,42,15.0
383,383,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x2nd.week,32,42,20.0
384,568,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x2nd.week,94,42,14.0
385,81,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x1st.week,63,42,16.0
386,578,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x2nd.week,94,42,11.0
387,522,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x2nd.week,77,42,20.0
388,827,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x3rd.week,72,42,20.0
389,352,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x2nd.week,21,42,21.0
390,35,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x1st.week,36,42,21.0
391,140,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x1st.week,89,42,18.0
392,228,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x1st.week,80,42,10.0
393,193,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x1st.week,76,42,20.0
394,895,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x3rd.week,94,42,11.0
395,844,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x3rd.week,75,42,13.0
396,510,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x2nd.week,76,42,20.0
397,223,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x1st.week,86,42,10.0
398,398,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x2nd.week,52,42,16.0
399,139,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x1st.week,86,42,12.0
400,134,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x1st.week,94,42,16.0
401,506,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x2nd.week,72,42,15.0
402,504,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x2nd.week,78,42,13.0
403,66,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x1st.week,52,42,20.0
404,885,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x3rd.week,91,42,14.0
405,823,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x3rd.week,63,42,15.0
406,973,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x4th.week,26,42,20.0
407,488,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x2nd.week,84,42,15.0
408,339,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x2nd.week,39,42,20.0
409,821,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x3rd.week,71,42,13.0
410,986,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x4th.week,9,42,21.0
411,805,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x3rd.week,71,42,15.0
412,656,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x3rd.week,34,42,20.0
413,795,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x3rd.week,53,42,17.0
414,478,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x2nd.week,59,42,17.0
415,857,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x3rd.week,75,42,10.0
416,862,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x3rd.week,76,42,10.0
417,457,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x2nd.week,55,42,18.0
418,456,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x2nd.week,66,42,12.0
419,419,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x2nd.week,62,42,20.0
420,205,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x1st.week,79,42,20.0
421,669,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x3rd.week,13,42,21.0
422,451,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x2nd.week,91,42,16.0
423,774,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x3rd.week,51,42,18.0
424,773,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x3rd.week,50,42,12.0
425,251,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x1st.week,95,42,14.0
426,768,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x3rd.week,57,42,16.0
427,700,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x3rd.week,25,42,20.0
428,261,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x1st.week,99,42,11.0
429,102,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x1st.week,70,42,20.0
430,715,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x3rd.week,44,42,16.0
431,210,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x1st.week,79,42,13.0
432,518,2000,Shyne,Bad Boyz,12/30/99 4:22,Rap,9/9/00,10/28/00,x2nd.week,87,49,15.0
433,430,2000,Mary Mary,Shackles (Praise You),12/30/99 3:12,Rock,3/25/00,5/13/00,x2nd.week,76,49,20.0
