F1,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Find Delta Date
239,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x1st.week,71,28
230,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x1st.week,98,28
594,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x2nd.week,83,28
380,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x2nd.week,59,28
393,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x2nd.week,35,28
595,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x2nd.week,95,28
224,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x1st.week,77,28
587,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x2nd.week,87,28
93,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x1st.week,61,28
222,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x1st.week,80,28
68,2000,Jagged Edge,He Can't Love U,12/30/99 3:30,Rock,12/11/99,1/8/00,x1st.week,54,28
"1,014",2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x4th.week,52,28
734,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x3rd.week,35,28
727,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x3rd.week,28,28
253,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x1st.week,86,28
410,2000,"Spears, Britney",Lucky,12/30/99 3:23,Rock,8/12/00,9/9/00,x2nd.week,41,28
584,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x2nd.week,92,28
417,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x2nd.week,56,28
76,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x1st.week,48,28
570,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x2nd.week,81,28
856,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x3rd.week,66,28
63,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x1st.week,76,28
812,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x3rd.week,57,28
909,2000,Clark Family Experience,Meanwhile Back At The Ranch,12/30/99 2:56,Country,11/18/00,12/16/00,x3rd.week,81,28
858,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x3rd.week,72,28
832,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x3rd.week,70,28
495,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x2nd.week,67,28
198,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x1st.week,82,28
267,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x1st.week,95,28
502,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x2nd.week,62,28
710,2000,Lil Bow Wow,Bounce With Me,12/30/99 3:22,Rap,8/19/00,9/16/00,x3rd.week,24,28
270,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x1st.week,95,28
196,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x1st.week,86,28
513,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x2nd.week,86,28
515,2000,SheDaisy,This Woman Needs,12/30/99 3:20,Country,2/5/00,3/4/00,x2nd.week,70,28
556,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x2nd.week,71,28
275,2000,Clark Family Experience,Meanwhile Back At The Ranch,12/30/99 2:56,Country,11/18/00,12/16/00,x1st.week,87,28
830,2000,"Stone, Angie",No More Rain (In This Cloud),12/30/99 4:42,R&B,12/25/99,1/22/00,x3rd.week,74,28
277,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x1st.week,85,28
278,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x1st.week,99,28
864,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x3rd.week,69,28
185,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x1st.week,70,28
553,2000,"Brooks, Garth",Do What You Gotta Do,12/30/99 2:56,Country,2/19/00,3/18/00,x2nd.week,81,28
867,2000,"Blige, Mary J.",Give Me You,12/30/99 5:00,Rock,4/15/00,5/13/00,x3rd.week,77,28
550,2000,"Blige, Mary J.",Give Me You,12/30/99 5:00,Rock,4/15/00,5/13/00,x2nd.week,94,28
870,2000,"Brooks, Garth",Do What You Gotta Do,12/30/99 2:56,Country,2/19/00,3/18/00,x3rd.week,72,28
100,2000,D'Angelo,Untitled (How Does It Feel),12/30/99 7:10,R&B,1/22/00,2/19/00,x1st.week,77,28
904,2000,Before Dark,Monica,12/30/99 4:04,Rock,5/20/00,6/17/00,x3rd.week,80,28
911,2000,"Yearwood, Trisha",Real Live Woman,12/30/99 3:55,Country,4/1/00,4/29/00,x3rd.week,83,28
873,2000,"Houston, Whitney","Same Script, Different Cast",12/30/99 4:45,Rock,6/17/00,7/15/00,x3rd.week,71,28
819,2000,Bloodhound Gang,The Bad Touch,12/30/99 4:20,R&B,3/18/00,4/15/00,x3rd.week,55,28
901,2000,"McKnight, Brian",Stay Or Let It Go,12/30/99 4:32,Rock,2/26/00,3/25/00,x3rd.week,82,28
178,2000,Eminem,Stan,12/30/99 5:26,Rap,11/4/00,12/2/00,x1st.week,78,28
539,2000,Changing Faces,That Other Woman,12/30/99 4:00,Rock,9/30/00,10/28/00,x2nd.week,72,28
541,2000,Limp Bizkit,Rollin',12/30/99 4:04,Rock,11/11/00,12/9/00,x2nd.week,73,28
887,2000,Metallica,No Leaf Clover (Live),12/30/99 5:43,Rock,2/12/00,3/11/00,x3rd.week,78,28
702,2000,Jagged Edge,He Can't Love U,12/30/99 3:30,Rock,12/11/99,1/8/00,x3rd.week,17,28
912,2000,Trick Daddy,Shut Up,12/30/99 4:17,Rap,5/20/00,6/17/00,x3rd.week,87,28
547,2000,DMX,What's My Name,12/30/99 3:50,Rap,1/15/00,2/12/00,x2nd.week,76,28
697,2000,"Spears, Britney",From The Bottom Of My Broken Heart,12/30/99 4:30,Rock,1/29/00,2/26/00,x3rd.week,52,28
755,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x3rd.week,43,35
245,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x1st.week,99,35
745,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x3rd.week,83,35
717,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x3rd.week,57,35
303,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x1st.week,100,35
280,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x1st.week,94,35
279,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x1st.week,98,35
750,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x3rd.week,54,35
433,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x2nd.week,64,35
879,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x3rd.week,92,35
761,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x3rd.week,51,35
263,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x1st.week,86,35
428,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x2nd.week,83,35
206,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x1st.week,87,35
438,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x2nd.week,50,35
45,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x1st.week,25,35
249,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x1st.week,94,35
248,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x1st.week,100,35
769,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x3rd.week,51,35
869,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x3rd.week,70,35
444,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x2nd.week,69,35
320,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x2nd.week,23,35
679,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x3rd.week,12,35
452,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x2nd.week,62,35
882,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x3rd.week,89,35
481,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x2nd.week,55,35
798,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x3rd.week,53,35
802,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x3rd.week,89,35
804,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x3rd.week,61,35
203,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x1st.week,81,35
810,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x3rd.week,65,35
996,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x4th.week,11,35
637,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x3rd.week,18,35
111,2000,"Houston, Whitney",I Learned From The Best,12/30/99 4:18,Rock,2/19/00,3/25/00,x1st.week,83,35
83,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x1st.week,83,35
116,2000,Sugar Ray,Falls Apart,12/30/99 4:15,Rock,1/15/00,2/19/00,x1st.week,70,35
620,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x2nd.week,99,35
485,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x2nd.week,77,35
121,2000,"Backstreet Boys, The",The One,12/30/99 3:46,Rock,5/27/00,7/1/00,x1st.week,58,35
487,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x2nd.week,63,35
883,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x3rd.week,85,35
202,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x1st.week,79,35
493,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x2nd.week,70,35
127,2000,"Braxton, Toni",Just Be A Man About It,12/30/99 4:10,Rock,7/29/00,9/2/00,x1st.week,76,35
400,2000,Lil' Zane,Callin' Me,12/30/99 3:43,Rap,7/29/00,9/2/00,x2nd.week,89,35
597,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x2nd.week,94,35
596,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x2nd.week,98,35
135,2000,Aaliyah,I Don't Wanna,12/30/99 4:15,Rock,1/29/00,3/4/00,x1st.week,84,35
954,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x4th.week,14,35
508,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x2nd.week,68,35
519,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x2nd.week,79,35
825,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x3rd.week,67,35
3,2000,Madonna,Music,12/30/99 3:45,Rock,8/12/00,9/16/00,x1st.week,41,35
520,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x2nd.week,78,35
897,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x3rd.week,88,35
580,2000,Metallica,I Disappear,12/30/99 4:26,Rock,5/13/00,6/17/00,x2nd.week,84,35
523,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x2nd.week,74,35
235,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x1st.week,80,35
937,2000,Lil' Mo,Ta Da,12/30/99 4:17,Rap,8/12/00,9/16/00,x3rd.week,97,35
191,2000,Kelis,Caught Out There,12/30/99 4:09,R&B,12/4/99,1/8/00,x1st.week,84,35
566,2000,Limp Bizkit,N 2 Gether Now,12/30/99 3:55,Rock,12/4/99,1/8/00,x2nd.week,88,35
565,2000,Drama,"Left, Right, Left",12/30/99 3:37,Rap,2/12/00,3/18/00,x2nd.week,98,35
562,2000,Lil Wayne,Tha Block Is Hot,12/30/99 4:13,Rap,12/4/99,1/8/00,x2nd.week,89,35
362,2000,Pink,There U Go,12/30/99 3:23,Rock,3/4/00,4/8/00,x2nd.week,15,35
840,2000,Eminem,The Way I Am,12/30/99 4:40,Rap,8/26/00,9/30/00,x3rd.week,59,35
164,2000,Common,The Light,12/30/99 3:55,Rap,8/5/00,9/9/00,x1st.week,75,35
552,2000,Third Eye Blind,Deep Inside Of You,12/30/99 4:10,Rock,9/2/00,10/7/00,x2nd.week,73,35
913,2000,"Moore, Chante",Straight Up,12/30/99 3:40,Rock,10/28/00,12/2/00,x3rd.week,97,35
168,2000,"Eastsidaz, The",G'D Up,12/30/99 4:27,Rap,1/8/00,2/12/00,x1st.week,77,35
170,2000,"Thomas, Carl",Emotional,12/30/99 4:31,Rock,11/25/00,12/30/00,x1st.week,77,35
914,2000,Cam'ron,What Means The World To You,12/30/99 4:38,Rap,10/14/00,11/18/00,x3rd.week,96,35
176,2000,Mya,The Best Of Me,12/30/99 4:12,Rock,4/15/00,5/20/00,x1st.week,85,35
836,2000,R.E.M.,The Great Beyond,12/30/99 4:10,Rock,12/25/99,1/29/00,x3rd.week,70,35
837,2000,"Diffie, Joe",It's Always Somethin',12/30/99 2:55,Country,8/12/00,9/16/00,x3rd.week,67,35
22,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x1st.week,51,42
545,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x2nd.week,79,42
171,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x1st.week,94,42
540,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x2nd.week,78,42
839,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x3rd.week,74,42
736,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x3rd.week,56,42
161,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x1st.week,78,42
187,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x1st.week,83,42
527,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x2nd.week,75,42
189,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x1st.week,72,42
383,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x2nd.week,32,42
568,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x2nd.week,94,42
81,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x1st.week,63,42
578,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x2nd.week,94,42
522,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x2nd.week,77,42
827,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x3rd.week,72,42
352,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x2nd.week,21,42
35,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x1st.week,36,42
140,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x1st.week,89,42
228,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x1st.week,80,42
193,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x1st.week,76,42
895,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x3rd.week,94,42
844,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x3rd.week,75,42
510,2000,3 Doors Down,Loser,12/30/99 4:24,Rock,10/21/00,12/2/00,x2nd.week,76,42
223,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x1st.week,86,42
398,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x2nd.week,52,42
139,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x1st.week,86,42
134,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x1st.week,94,42
506,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x2nd.week,72,42
504,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x2nd.week,78,42
66,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x1st.week,52,42
885,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x3rd.week,91,42
823,2000,Beenie Man,Girls Dem Sugar,12/30/99 4:17,Reggae,10/21/00,12/2/00,x3rd.week,63,42
973,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x4th.week,26,42
488,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x2nd.week,84,42
339,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x2nd.week,39,42
821,2000,"Messina, Jo Dee",Because You Love Me,12/30/99 3:50,Country,1/29/00,3/11/00,x3rd.week,71,42
986,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x4th.week,9,42
805,2000,Ginuwine,None Of Ur Friends Business,12/30/99 4:12,Rock,12/11/99,1/22/00,x3rd.week,71,42
656,2000,98Á,Give Me Just One Night (Una Noche),12/30/99 3:24,Rock,8/19/00,9/30/00,x3rd.week,34,42
795,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x3rd.week,53,42
478,2000,Black Rob,Whoa!,12/30/99 4:04,Rap,3/4/00,4/15/00,x2nd.week,59,42
857,2000,"Wright, Chely",It Was,12/30/99 3:51,R&B,3/4/00,4/15/00,x3rd.week,75,42
862,2000,"Dixie Chicks, The",Cold Day In July,12/30/99 5:12,Country,6/24/00,8/5/00,x3rd.week,76,42
457,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x2nd.week,55,42
456,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x2nd.week,66,42
419,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x2nd.week,62,42
205,2000,"Henley, Don",Taking You Home,12/30/99 4:08,Rock,6/24/00,8/5/00,x1st.week,79,42
669,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12/30/99 3:51,Rap,11/27/99,1/8/00,x3rd.week,13,42
451,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x2nd.week,91,42
774,2000,"Wills, Mark",Back At One,12/30/99 4:00,Country,1/15/00,2/26/00,x3rd.week,51,42
773,2000,Ice Cube,You Can Do It,12/30/99 4:20,Rap,12/4/99,1/15/00,x3rd.week,50,42
251,2000,Ying Yang Twins,Whistle While You Twurk,12/30/99 4:19,Rap,3/18/00,4/29/00,x1st.week,95,42
768,2000,Eve,Love Is Blind,12/30/99 3:51,Rap,1/8/00,2/19/00,x3rd.week,57,42
700,2000,Profyle,Liar,12/30/99 3:57,R&B,9/16/00,10/28/00,x3rd.week,25,42
261,2000,"Cagle, Chris",My Love Goes On And On,12/30/99 3:02,Country,10/21/00,12/2/00,x1st.week,99,42
102,2000,Avant,My First Love,12/30/99 4:28,Rock,11/4/00,12/16/00,x1st.week,70,42
715,2000,"Simpson, Jessica",I Think I'm In Love With You,12/30/99 3:32,Pop,7/1/00,8/12/00,x3rd.week,44,42
210,2000,"McBride, Martina",There You Are,12/30/99 3:26,Country,9/9/00,10/21/00,x1st.week,79,42
518,2000,Shyne,Bad Boyz,12/30/99 4:22,Rap,9/9/00,10/28/00,x2nd.week,87,49
430,2000,Mary Mary,Shackles (Praise You),12/30/99 3:12,Rock,3/25/00,5/13/00,x2nd.week,76,49
427,2000,Hoku,Another Dumb Blonde,12/30/99 3:47,Pop,2/19/00,4/8/00,x2nd.week,49,49
300,2000,"Herndon, Ty",No Mercy,12/30/99 4:43,Country,3/18/00,5/6/00,x1st.week,100,49
728,2000,Savage Garden,Crash And Burn,12/30/99 4:41,Rock,4/8/00,5/27/00,x3rd.week,51,49
744,2000,Hoku,Another Dumb Blonde,12/30/99 3:47,Pop,2/19/00,4/8/00,x3rd.week,49,49
747,2000,Mary Mary,Shackles (Praise You),12/30/99 3:12,Rock,3/25/00,5/13/00,x3rd.week,72,49
94,2000,Savage Garden,Crash And Burn,12/30/99 4:41,Rock,4/8/00,5/27/00,x1st.week,75,49
51,2000,"Spears, Britney",Oops!.. I Did It Again,12/30/99 3:30,Rock,4/22/00,6/10/00,x1st.week,67,49
52,2000,"Backstreet Boys, The",Shape Of My Heart,12/30/99 3:49,Rock,10/14/00,12/2/00,x1st.week,39,49
718,2000,M2M,Don't Say You Love Me,12/30/99 3:41,Pop,11/20/99,1/8/00,x3rd.week,62,49
274,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,12/30/99 3:45,Country,9/23/00,11/11/00,x1st.week,97,49
713,2000,"Thomas, Carl",I Wish,12/30/99 3:50,Rock,3/25/00,5/13/00,x3rd.week,48,49
445,2000,"Iglesias, Enrique",Rhythm Divine,12/30/99 7:35,Latin,12/4/99,1/22/00,x2nd.week,84,49
708,2000,"Dixie Chicks, The",Goodbye Earl,12/30/99 4:19,Country,3/18/00,5/6/00,x3rd.week,24,49
447,2000,Bon Jovi,It's My Life,12/30/99 3:44,Rock,8/12/00,9/30/00,x2nd.week,58,49
762,2000,"Iglesias, Enrique",Rhythm Divine,12/30/99 7:35,Latin,12/4/99,1/22/00,x3rd.week,79,49
764,2000,Bon Jovi,It's My Life,12/30/99 3:44,Rock,8/12/00,9/30/00,x3rd.week,51,49
252,2000,"Walker, Clay","Live, Laugh, Love",12/30/99 4:06,Country,12/4/99,1/22/00,x1st.week,95,49
686,2000,"Backstreet Boys, The",Shape Of My Heart,12/30/99 3:49,Rock,10/14/00,12/2/00,x3rd.week,24,49
685,2000,"Spears, Britney",Oops!.. I Did It Again,12/30/99 3:30,Rock,4/22/00,6/10/00,x3rd.week,26,49
453,2000,"Montgomery, John Michael",The Little Girl,12/30/99 3:52,Country,9/9/00,10/28/00,x2nd.week,67,49
44,2000,"Badu, Erkyah",Bag Lady,12/30/99 5:03,Rock,8/19/00,10/7/00,x1st.week,67,49
770,2000,"Montgomery, John Michael",The Little Girl,12/30/99 3:52,Country,9/9/00,10/28/00,x3rd.week,64,49
678,2000,"Badu, Erkyah",Bag Lady,12/30/99 5:03,Rock,8/19/00,10/7/00,x3rd.week,42,49
677,2000,Eiffel 65,Blue (Da Ba Dee),12/30/99 3:29,Electronica,12/11/99,1/29/00,x3rd.week,16,49
779,2000,"Jean, Wyclef",911,12/30/99 4:00,Rap,10/7/00,11/25/00,x3rd.week,64,49
665,2000,Eminem,The Real Slim Shady,12/30/99 4:42,Rap,5/6/00,6/24/00,x3rd.week,20,49
325,2000,Sisqo,Incomplete,12/30/99 3:52,Rock,6/24/00,8/12/00,x2nd.week,66,49
204,2000,"McGraw, Tim",Some Things Never Change,12/30/99 3:56,Country,5/13/00,7/1/00,x1st.week,76,49
462,2000,"Jean, Wyclef",911,12/30/99 4:00,Rap,10/7/00,11/25/00,x2nd.week,74,49
654,2000,"Braxton, Toni",He Wasn't Man Enough,12/30/99 4:21,Rock,3/18/00,5/6/00,x3rd.week,48,49
799,2000,"Vassar, Phil",Carlene,12/30/99 4:07,Country,3/4/00,4/22/00,x3rd.week,64,49
800,2000,"Jackson, Alan",www.memory,12/30/99 2:36,Country,11/4/00,12/23/00,x3rd.week,59,49
"1,003",2000,"Backstreet Boys, The",Shape Of My Heart,12/30/99 3:49,Rock,10/14/00,12/2/00,x4th.week,15,49
"1,002",2000,"Spears, Britney",Oops!.. I Did It Again,12/30/99 3:30,Rock,4/22/00,6/10/00,x4th.week,19,49
328,2000,"Aguilera, Christina",What A Girl Wants,12/30/99 3:18,Rock,11/27/99,1/15/00,x2nd.week,51,49
645,2000,"Aguilera, Christina",What A Girl Wants,12/30/99 3:18,Rock,11/27/99,1/15/00,x3rd.week,28,49
642,2000,Sisqo,Incomplete,12/30/99 3:52,Rock,6/24/00,8/12/00,x3rd.week,61,49
861,2000,"Adkins, Trace",More,12/30/99 3:05,Country,4/29/00,6/17/00,x3rd.week,75,49
814,2000,"Lopez, Jennifer",Feelin' Good,12/30/99 4:28,Latin,2/19/00,4/8/00,x3rd.week,66,49
995,2000,"Badu, Erkyah",Bag Lady,12/30/99 5:03,Rock,8/19/00,10/7/00,x4th.week,41,49
84,2000,M2M,Don't Say You Love Me,12/30/99 3:41,Pop,11/20/99,1/8/00,x1st.week,72,49
818,2000,"Houston, Whitney",Could I Have This Kiss Forever,12/30/99 3:54,Rock,6/17/00,8/5/00,x3rd.week,68,49
110,2000,Hoku,Another Dumb Blonde,12/30/99 3:47,Pop,2/19/00,4/8/00,x1st.week,69,49
994,2000,Eiffel 65,Blue (Da Ba Dee),12/30/99 3:29,Electronica,12/11/99,1/29/00,x4th.week,16,49
113,2000,Mary Mary,Shackles (Praise You),12/30/99 3:12,Rock,3/25/00,5/13/00,x1st.week,90,49
